"Analysis","Analysis_levels","TimeofManipulation","Prediction","Outcome","Suboutcome","OutlierRemove","N","j","n","k","Hedgesg","CI","z","p","Q","tau2.studylevel","tau2.outcomelevel","I2","Q.pval"
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","All","Intrusion frequency","Self-report questionnaire","yes","56","1","1","1","0.20936"," [-0.44, 0.86]","0.634760794","0.525584437",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Anodal tdcs","Pre","All","Intrusion frequency","Self-report questionnaire","no","118","1","1","1","0.17093"," [-0.27, 0.61]","0.763029576","0.445445758",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cathodal tdcs","Pre","All","Intrusion frequency","Self-report questionnaire","no","118","1","1","1","0.28166"," [-0.16, 0.73]","1.23723106","0.216001314",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","High vs. Low self efficacy","Pre","All","Intrusion frequency","Self-report questionnaire","no","33","1","1","1","0.79971"," [0.09, 1.51]","2.209408284","0.027146255",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Anodal tdcs","Pre","All","Intrusion frequency","Self-report questionnaire","yes","118","1","1","1","0.17093"," [-0.27, 0.61]","0.763029576","0.445445758",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cathodal tdcs","Pre","All","Intrusion frequency","Self-report questionnaire","yes","118","1","1","1","0.28166"," [-0.16, 0.73]","1.23723106","0.216001314",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","High vs. Low self efficacy","Pre","All","Intrusion frequency","Self-report questionnaire","yes","33","1","1","1","0.79971"," [0.09, 1.51]","2.209408284","0.027146255",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Pre-neutral vs. Pre-negative trauma reminder","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","no","173","1","1","1","0.21769"," [-0.19, 0.63]","1.040782851","0.297976341",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Pre-vs. Post-extinction using trauma reminder","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","no","336","2","2","4","-0.173570112602425"," [-0.47, 0.12]","-1.16600840463152","0.243611047403192","2.40854199948956","0.020472862101026","0.00000000000401275724168637","32.8541052210224","0.492046513004809"
"FocalAnalysis_Step2_Individual_technique","Sleep-directed hypnosis","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","no","181","1","1","1","0.10768"," [-0.18, 0.40]","0.723567455","0.469331327",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + extinction vs. Extinction","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","no","336","2","2","4","-0.182781040143634"," [-0.82, 0.45]","-0.564534677138628","0.572390307168785","7.61643846312398","0.180473999331535","0.000000000000571068249139229","80.0888486137118","0.0546409319192581"
"FocalAnalysis_Step2_Individual_technique","Pre-neutral vs. Pre-negative trauma reminder","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","yes","173","1","1","1","0.21769"," [-0.19, 0.63]","1.040782851","0.297976341",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Pre-vs. Post-extinction using trauma reminder","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","yes","336","2","2","4","-0.173570112602425"," [-0.47, 0.12]","-1.16600840463152","0.243611047403192","2.40854199948956","0.020472862101026","0.00000000000401275724168637","32.8541052210224","0.492046513004809"
"FocalAnalysis_Step2_Individual_technique","Sleep-directed hypnosis","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","yes","181","1","1","1","0.10768"," [-0.18, 0.40]","0.723567455","0.469331327",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + extinction vs. Extinction","Delayed post","Decrease","Intrusion frequency","Self-report questionnaire","yes","336","2","2","2","-0.09441526713569"," [-0.60, 0.41]","-0.365541572483845","0.714707180225592","2.97508615496098","0.044291307060337","0.0442913070433119","66.3875280408124","0.0845556248407714"
"FocalAnalysis_Step2_Individual_technique","Autobiographical memory elaboration","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","214","2","2","3","0.107068275381517"," [-0.19, 0.40]","0.708298075343615","0.478760172068466","2.90036181557086","0.00000000000361840826837411","0.0214984489242891","31.3550451473846","0.234527856340683"
"FocalAnalysis_Step2_Individual_technique","Conceptual vs. Data-driven processing","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","34","1","1","1","0.58175"," [-0.12, 1.28]","1.636274414","0.101782168",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","83","1","1","2","0.30630423134334"," [-0.07, 0.68]","1.59568528221509","0.110559076209922","0.283691723880597","0","0.00000000000523062216262198","0.00000000709718068147999","0.59429167627802"
"FocalAnalysis_Step2_Individual_technique","Concrete processing vs. Film-related rumination","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","83","1","1","2","0.216713897007658"," [-0.15, 0.59]","1.14337526832858","0.252882816320498","0.0187302324286708","0","0.00000000000640336335536461","0.00000000891212714654689","0.891142690219677"
"FocalAnalysis_Step2_Individual_technique","Detached mindfulness","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","56","1","1","1","0.94608"," [0.16, 1.73]","2.373814616","0.017605387",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","122","1","1","1","0.37057"," [-0.07, 0.81]","1.663612538","0.096189885",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","107","1","1","1","0.71311"," [0.22, 1.20]","2.851006011","0.004358115",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","no","107","1","1","1","0.98697"," [0.48, 1.50]","3.783689049","0.000154521",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Autobiographical memory elaboration","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","214","2","2","3","0.107068275381517"," [-0.19, 0.40]","0.708298075343615","0.478760172068466","2.90036181557086","0.00000000000361840826837411","0.0214984489242891","31.3550451473846","0.234527856340683"
"FocalAnalysis_Step2_Individual_technique","Conceptual vs. Data-driven processing","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","34","1","1","1","0.58175"," [-0.12, 1.28]","1.636274414","0.101782168",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","83","1","1","2","0.30630423134334"," [-0.07, 0.68]","1.59568528221509","0.110559076209922","0.283691723880597","0","0.00000000000523062216262198","0.00000000709718068147999","0.59429167627802"
"FocalAnalysis_Step2_Individual_technique","Concrete processing vs. Film-related rumination","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","83","1","1","2","0.216713897007658"," [-0.15, 0.59]","1.14337526832858","0.252882816320498","0.0187302324286708","0","0.00000000000640336335536461","0.00000000891212714654689","0.891142690219677"
"FocalAnalysis_Step2_Individual_technique","Detached mindfulness","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","56","1","1","1","0.94608"," [0.16, 1.73]","2.373814616","0.017605387",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","122","1","1","1","0.37057"," [-0.07, 0.81]","1.663612538","0.096189885",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","107","1","1","1","0.71311"," [0.22, 1.20]","2.851006011","0.004358115",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Self-report questionnaire","yes","107","1","1","1","0.98697"," [0.48, 1.50]","3.783689049","0.000154521",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","Decrease","Intrusion frequency","Self-report questionnaire","no","73","1","1","1","-0.00617"," [-0.57, 0.55]","-0.0215805","0.982782588",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","Decrease","Intrusion frequency","Self-report questionnaire","no","56","1","1","1","0.68118"," [0.03, 1.34]","2.041179994","0.041232939",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","Decrease","Intrusion frequency","Self-report questionnaire","yes","73","1","1","1","-0.00617"," [-0.57, 0.55]","-0.0215805","0.982782588",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","Decrease","Intrusion frequency","Self-report questionnaire","yes","56","1","1","1","0.68118"," [0.03, 1.34]","2.041179994","0.041232939",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Anodal tdcs","Pre","Decrease","Intrusion frequency","Self-report questionnaire","no","118","1","1","1","0.17093"," [-0.27, 0.61]","0.763029576","0.445445758",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","High vs. Low self efficacy","Pre","Decrease","Intrusion frequency","Self-report questionnaire","no","33","1","1","1","0.79971"," [0.09, 1.51]","2.209408284","0.027146255",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Anodal tdcs","Pre","Decrease","Intrusion frequency","Self-report questionnaire","yes","118","1","1","1","0.17093"," [-0.27, 0.61]","0.763029576","0.445445758",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","High vs. Low self efficacy","Pre","Decrease","Intrusion frequency","Self-report questionnaire","yes","33","1","1","1","0.79971"," [0.09, 1.51]","2.209408284","0.027146255",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate + delayed post","Increase","Intrusion frequency","Self-report questionnaire","no","82","1","1","1","-0.31531"," [-0.75, 0.12]","-1.410037955","0.158528476",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate + delayed post","Increase","Intrusion frequency","Self-report questionnaire","yes","82","1","1","1","-0.31531"," [-0.75, 0.12]","-1.410037955","0.158528476",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","Increase","Intrusion frequency","Self-report questionnaire","no","158","2","2","4","-0.102996036036102"," [-0.35, 0.15]","-0.805258842156159","0.420670327121265","2.03749007478615","0.00000000000345538384883147","0.0000000000000739670874035747","0.00000000538227326584222","0.564662074148057"
"FocalAnalysis_Step2_Individual_technique","Film-related rumination vs. Autobiographical memory elaboration","Immediate post","Increase","Intrusion frequency","Self-report questionnaire","no","101","1","1","2","0.0736511719660836"," [-0.27, 0.41]","0.424979316320274","0.670851752872801","0.922665586815382","0","0.0000000000053028143064348","0.000000008827724830975","0.336776048233468"
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","Increase","Intrusion frequency","Self-report questionnaire","yes","158","2","2","4","-0.102996036036102"," [-0.35, 0.15]","-0.805258842156159","0.420670327121265","2.03749007478615","0.00000000000345538384883147","0.0000000000000739670874035747","0.00000000538227326584222","0.564662074148057"
"FocalAnalysis_Step2_Individual_technique","Film-related rumination vs. Autobiographical memory elaboration","Immediate post","Increase","Intrusion frequency","Self-report questionnaire","yes","101","1","1","2","0.0736511719660836"," [-0.27, 0.41]","0.424979316320274","0.670851752872801","0.922665586815382","0","0.0000000000053028143064348","0.000000008827724830975","0.336776048233468"
"FocalAnalysis_Step2_Individual_technique","Data-driven processing","Peri","Increase","Intrusion frequency","Self-report questionnaire","no","73","1","1","1","-0.20534"," [-0.77, 0.36]","-0.709434619","0.478054811",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","Increase","Intrusion frequency","Self-report questionnaire","no","56","1","1","1","0.20936"," [-0.44, 0.86]","0.634760794","0.525584437",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Data-driven processing","Peri","Increase","Intrusion frequency","Self-report questionnaire","yes","73","1","1","1","-0.20534"," [-0.77, 0.36]","-0.709434619","0.478054811",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional numbing","Peri","Increase","Intrusion frequency","Self-report questionnaire","yes","56","1","1","1","0.20936"," [-0.44, 0.86]","0.634760794","0.525584437",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cathodal tdcs","Pre","Increase","Intrusion frequency","Self-report questionnaire","no","118","1","1","1","0.28166"," [-0.16, 0.73]","1.23723106","0.216001314",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cathodal tdcs","Pre","Increase","Intrusion frequency","Self-report questionnaire","yes","118","1","1","1","0.28166"," [-0.16, 0.73]","1.23723106","0.216001314",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Autobiographical memory elaboration","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","no","101","1","1","2","-0.0958111694900948"," [-0.43, 0.24]","-0.561922594056132","0.574168758993025","0.432243873075931","0","0.00000000000522018162856274","0.00000000897786848068463","0.510889963027666"
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","no","56","1","1","1","0.61137"," [-0.15, 1.37]","1.58100849","0.113876097",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","no","83","1","1","2","0.171006128590996"," [-0.20, 0.55]","0.894482074695766","0.37106401635621","0.245650069083447","0","0.00000000000458312535424183","0.00000000626966532688712","0.62015479064316"
"FocalAnalysis_Step2_Individual_technique","Imaginary re-exposure","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","no","56","1","1","1","0.24648"," [-0.50, 0.99]","0.649661948","0.515910609",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Sad vs. Humor induction","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","no","184","1","1","1","-0.3803"," [-0.67, -0.09]","-2.555724863","0.010596687",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Autobiographical memory elaboration","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","yes","101","1","1","2","-0.0958111694900948"," [-0.43, 0.24]","-0.561922594056132","0.574168758993025","0.432243873075931","0","0.00000000000522018162856274","0.00000000897786848068463","0.510889963027666"
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","yes","56","1","1","1","0.61137"," [-0.15, 1.37]","1.58100849","0.113876097",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","yes","83","1","1","2","0.171006128590996"," [-0.20, 0.55]","0.894482074695766","0.37106401635621","0.245650069083447","0","0.00000000000458312535424183","0.00000000626966532688712","0.62015479064316"
"FocalAnalysis_Step2_Individual_technique","Imaginary re-exposure","Immediate post","Unspecified","Intrusion frequency","Self-report questionnaire","yes","56","1","1","1","0.24648"," [-0.50, 0.99]","0.649661948","0.515910609",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Attachment priming","Delayed post","All","Intrusion symptoms",NA,"no","69","1","1","1","0.19256"," [-0.28, 0.67]","0.79783286","0.424967489",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress + trauma reminder","Delayed post","All","Intrusion symptoms",NA,"no","63","1","1","1","-0.76759"," [-1.39, -0.14]","-2.400450861","0.016374889",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold water stress induction + trauma reminder vs. Cold water stress induction","Delayed post","All","Intrusion symptoms",NA,"no","63","1","1","1","-0.66198"," [-1.28, -0.04]","-2.088609255","0.036742911",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Exercise vs. Trauma reminder + exercise","Delayed post","All","Intrusion symptoms",NA,"no","54","1","1","1","-0.20094"," [-0.86, 0.45]","-0.601309152","0.547634095",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Tetris","Delayed post","All","Intrusion symptoms",NA,"no","72","1","1","1","0.1264"," [-0.53, 0.78]","0.378819203","0.704822126",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Tetris + trauma reminder","Delayed post","All","Intrusion symptoms",NA,"no","149","1","1","1","-0.38091"," [-0.83, 0.07]","-1.64493648","0.099982911",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"no","72","1","1","1","0"," [-0.65, 0.65]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + break + tetris","Delayed post","All","Intrusion symptoms",NA,"no","149","1","1","1","0.0025"," [-0.44, 0.45]","0.010941607","0.991270035",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + exercise vs. Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"no","54","1","1","1","0.26458"," [-0.39, 0.92]","0.790282939","0.429362548",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris","Delayed post","All","Intrusion symptoms",NA,"no","273","2","3","3","0.313467683878163"," [-0.16, 0.78]","1.31117025553317","0.18980024911646","4.26818538311853","0.0451985802423337","0.045198580233527","52.7665049555617","0.118351923376261"
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"no","86","1","1","1","0.45339"," [-0.07, 0.97]","1.703724499","0.088432569",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + word game vs. Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"no","86","1","1","1","-0.02996"," [-0.55, 0.49]","-0.114010245","0.909229672",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder vs. Exercise","Delayed post","All","Intrusion symptoms",NA,"no","54","1","1","1","-0.06799"," [-0.72, 0.59]","-0.203924627","0.8384124",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Attachment priming","Delayed post","All","Intrusion symptoms",NA,"yes","69","1","1","1","0.19256"," [-0.28, 0.67]","0.79783286","0.424967489",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold water stress induction + trauma reminder vs. Cold water stress induction","Delayed post","All","Intrusion symptoms",NA,"yes","63","1","1","1","-0.66198"," [-1.28, -0.04]","-2.088609255","0.036742911",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Exercise vs. Trauma reminder + exercise","Delayed post","All","Intrusion symptoms",NA,"yes","54","1","1","1","-0.20094"," [-0.86, 0.45]","-0.601309152","0.547634095",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Tetris","Delayed post","All","Intrusion symptoms",NA,"yes","72","1","1","1","0.1264"," [-0.53, 0.78]","0.378819203","0.704822126",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Tetris + trauma reminder","Delayed post","All","Intrusion symptoms",NA,"yes","149","1","1","1","-0.38091"," [-0.83, 0.07]","-1.64493648","0.099982911",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"yes","72","1","1","1","0"," [-0.65, 0.65]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + break + tetris","Delayed post","All","Intrusion symptoms",NA,"yes","149","1","1","1","0.0025"," [-0.44, 0.45]","0.010941607","0.991270035",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + exercise vs. Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"yes","54","1","1","1","0.26458"," [-0.39, 0.92]","0.790282939","0.429362548",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris","Delayed post","All","Intrusion symptoms",NA,"yes","273","2","3","3","0.313467683878163"," [-0.16, 0.78]","1.31117025553317","0.18980024911646","4.26818538311853","0.0451985802423337","0.045198580233527","52.7665049555617","0.118351923376261"
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"yes","86","1","1","1","0.45339"," [-0.07, 0.97]","1.703724499","0.088432569",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + word game vs. Trauma reminder","Delayed post","All","Intrusion symptoms",NA,"yes","86","1","1","1","-0.02996"," [-0.55, 0.49]","-0.114010245","0.909229672",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder vs. Exercise","Delayed post","All","Intrusion symptoms",NA,"yes","54","1","1","1","-0.06799"," [-0.72, 0.59]","-0.203924627","0.8384124",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Deceptive placebo","Immediate + delayed post","All","Intrusion symptoms",NA,"no","112","1","1","1","0.63675"," [0.18, 1.10]","2.707760973","0.006773879",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Open-label placebo","Immediate + delayed post","All","Intrusion symptoms",NA,"no","112","1","1","1","0.2446"," [-0.21, 0.70]","1.047777948","0.294740925",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Deceptive placebo","Immediate + delayed post","All","Intrusion symptoms",NA,"yes","112","1","1","1","0.63675"," [0.18, 1.10]","2.707760973","0.006773879",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Open-label placebo","Immediate + delayed post","All","Intrusion symptoms",NA,"yes","112","1","1","1","0.2446"," [-0.21, 0.70]","1.047777948","0.294740925",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Immediate post","All","Intrusion symptoms",NA,"no","41","1","1","1","-0.54974"," [-1.44, 0.34]","-1.206679975","0.227555414",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Immediate post","All","Intrusion symptoms",NA,"no","78","1","1","1","-0.14949"," [-0.59, 0.29]","-0.659223974","0.509751954",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conscious vs. Unconscious imagery re-experience","Immediate post","All","Intrusion symptoms",NA,"no","51","1","1","1","-0.63652"," [-1.33, 0.05]","-1.810489698","0.070219881",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Exercise vs. Walk","Immediate post","All","Intrusion symptoms",NA,"no","49","1","1","1","-0.66384"," [-1.24, -0.09]","-2.26151799","0.0237272",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field perspective recall","Immediate post","All","Intrusion symptoms",NA,"no","85","1","1","1","-0.53693"," [-1.10, 0.02]","-1.880427079","0.060049896",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field vs. Observer perspective recall","Immediate post","All","Intrusion symptoms",NA,"no","85","1","1","1","-0.92973"," [-1.51, -0.35]","-3.120464964","0.001805658",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","All","Intrusion symptoms",NA,"no","116","1","2","2","0.15009877506857"," [-0.21, 0.51]","0.8064768334581","0.419967960551661","0.316501887173568","0.000000000000579572929780954","0.000000000000579572929780954","0.00000000167240781927936","0.5737175055303"
"FocalAnalysis_Step2_Individual_technique","Hydrocortisone","Immediate post","All","Intrusion symptoms",NA,"no","88","1","1","1","0.40747"," [-0.11, 0.93]","1.535734556","0.124603496",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience","Immediate post","All","Intrusion symptoms",NA,"no","236","3","3","4","-0.136086870902164"," [-0.63, 0.36]","-0.534858363959591","0.592747801168788","11.642140189752","0.000000000420062013246367","0.186624365648357","73.1222707946371","0.00871519568391267"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + eye movement","Immediate post","All","Intrusion symptoms",NA,"no","250","1","3","3","0.259363200810096"," [-0.06, 0.58]","1.580408088017","0.114013440527137","0.469536607781595","0.000000000000445567374315341","0.000000000000445567374315339","0.00000000110288209087385","0.790754043040424"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + number counting","Immediate post","All","Intrusion symptoms",NA,"no","250","1","3","3","0.55972617207565"," [0.23, 0.89]","3.35822524679067","0.00078444662263172","0.666290546187755","0.0000000000000357261042786089","0.0000000000000357261042786088","0.0000000000856838106519247","0.716666074295085"
"FocalAnalysis_Step2_Individual_technique","Invalidate talk","Immediate post","All","Intrusion symptoms",NA,"no","256","1","1","1","0.32135"," [-0.03, 0.67]","1.806222039","0.070883664",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Mindfulness vs. Muscle relaxation","Immediate post","All","Intrusion symptoms",NA,"no","60","1","1","1","0"," [-0.54, 0.54]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative appraisal ","Immediate post","All","Intrusion symptoms",NA,"no","45","1","1","1","-2.67004"," [-3.65, -1.69]","-5.317243905","0.000000105",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative expectation towards intrusion","Immediate post","All","Intrusion symptoms",NA,"no","89","1","1","1","0.19697"," [-0.29, 0.68]","0.792011115","0.428354195",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative feedback","Immediate post","All","Intrusion symptoms",NA,"no","72","1","1","2","0.25436187630174"," [-0.18, 0.68]","1.15959717694627","0.246212850918834","1.13867369180716","0","0.0117213945065203","12.1785284182528","0.285932757622822"
"FocalAnalysis_Step2_Individual_technique","Neutral attention walk","Immediate post","All","Intrusion symptoms",NA,"no","60","1","1","1","-0.43216"," [-0.94, 0.08]","-1.654559307","0.098013924",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","All","Intrusion symptoms",NA,"no","41","1","1","2","0.0324026159879766"," [-0.58, 0.65]","0.103127004927608","0.91786217245289","0.858349732705596","0","0.000000000130872801702012","0.0000000662529686462172","0.354200919543155"
"FocalAnalysis_Step2_Individual_technique","Observer perspective recall","Immediate post","All","Intrusion symptoms",NA,"no","85","1","1","1","0.28116"," [-0.26, 0.82]","1.018231547","0.308567931",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Past vs. Now verbal training","Immediate post","All","Intrusion symptoms",NA,"no","96","1","1","1","0.11137"," [-0.17, 0.39]","0.770996685","0.440708896",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive appraisal","Immediate post","All","Intrusion symptoms",NA,"no","45","1","1","1","1.11276"," [0.34, 1.88]","2.835844659","0.004570467",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive expectation towards intrusion","Immediate post","All","Intrusion symptoms",NA,"no","89","1","1","1","0.12791"," [-0.40, 0.65]","0.476310723","0.633853027",NA,NA,NA,NA,NA
