Analysis,Individual Technique Name,Time of Administration,Prediction,Outcome,Suboutcome,OutlierRemove,N,j,n,k,Hedgesg,CI,z,p,Q,tau2.studylevel,tau2.outcomelevel,I2,Q.pval
Individual Technique,Self efficacy,Pre,All,Intrusion frequency,NA,yes,175,2,2,6,0.060441776," [-0.32, 0.44]",0.3125221,0.75464377,4.936214123,0.047863391,3.27322E-13,42.92236739,0.423714257
Individual Technique,Tetris,Pre,All,Intrusion frequency,NA,yes,56,1,1,2,0.063700969," [-0.32, 0.44]",0.327866853,0.743012337,1.051419932,0,0.00369221,4.890524757,0.30518029
Individual Technique,Hydrocortisone,Delayed post,All,Intrusion frequency,Intrusion diary,no,65,1,1,1,-0.27268," [-0.76, 0.22]",-1.09400858,0.273951215,NA,NA,NA,NA,NA
Individual Technique,Imagery re-experience,Delayed post,All,Intrusion frequency,Intrusion diary,no,88,1,1,1,0.28612," [-0.23, 0.80]",1.093122357,0.274340081,NA,NA,NA,NA,NA
Individual Technique,Imagery rescripting,Delayed post,All,Intrusion frequency,Intrusion diary,no,88,1,1,1,0.02688," [-0.48, 0.54]",0.103207916,0.917797957,NA,NA,NA,NA,NA
Individual Technique,Tetris,Delayed post,All,Intrusion frequency,Intrusion diary,no,72,1,1,1,0.59455," [-0.07, 1.26]",1.745494692,0.080898796,NA,NA,NA,NA,NA
Individual Technique,Tetris + trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,no,149,1,1,1,0.03983," [-0.41, 0.49]",0.173554959,0.862215232,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,no,72,1,1,1,0.10711," [-0.55, 0.76]",0.321094669,0.74813865,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + break + tetris,Delayed post,All,Intrusion frequency,Intrusion diary,no,149,1,1,1,-0.09283," [-0.54, 0.35]",-0.406755506,0.684187569,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris,Delayed post,All,Intrusion frequency,Intrusion diary,no,273,2,3,3,0.816600575," [-0.02, 1.66]",1.90283334,0.057062295,13.57532264,0.229850505,0.2298505,83.76770084,0.001127603
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,no,140,2,2,2,0.424936805," [-0.49, 1.34]",0.914527591,0.360439687,4.63222173,0.169579352,0.169579352,78.41208689,0.031376908
Individual Technique,Trauma reminder + word game vs. Trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,no,140,2,2,2,0.61322387," [0.20, 1.03]",2.902974796,0.003696364,0.169199809,1.78261E-12,1.78261E-12,3.79886E-09,0.680823944
Individual Technique,Hydrocortisone,Delayed post,All,Intrusion frequency,Intrusion diary,yes,65,1,1,1,-0.27268," [-0.76, 0.22]",-1.09400858,0.273951215,NA,NA,NA,NA,NA
Individual Technique,Imagery re-experience,Delayed post,All,Intrusion frequency,Intrusion diary,yes,88,1,1,1,0.28612," [-0.23, 0.80]",1.093122357,0.274340081,NA,NA,NA,NA,NA
Individual Technique,Imagery rescripting,Delayed post,All,Intrusion frequency,Intrusion diary,yes,88,1,1,1,0.02688," [-0.48, 0.54]",0.103207916,0.917797957,NA,NA,NA,NA,NA
Individual Technique,Tetris,Delayed post,All,Intrusion frequency,Intrusion diary,yes,72,1,1,1,0.59455," [-0.07, 1.26]",1.745494692,0.080898796,NA,NA,NA,NA,NA
Individual Technique,Tetris + trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,yes,149,1,1,1,0.03983," [-0.41, 0.49]",0.173554959,0.862215232,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,yes,72,1,1,1,0.10711," [-0.55, 0.76]",0.321094669,0.74813865,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + break + tetris,Delayed post,All,Intrusion frequency,Intrusion diary,yes,149,1,1,1,-0.09283," [-0.54, 0.35]",-0.406755506,0.684187569,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris,Delayed post,All,Intrusion frequency,Intrusion diary,yes,149,1,1,1,0.01866," [-0.45, 0.49]",0.077926404,0.937886596,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,yes,140,2,2,2,0.424936805," [-0.49, 1.34]",0.914527591,0.360439687,4.63222173,0.169579352,0.169579352,78.41208689,0.031376908
Individual Technique,Trauma reminder + word game vs. Trauma reminder,Delayed post,All,Intrusion frequency,Intrusion diary,yes,140,2,2,2,0.61322387," [0.20, 1.03]",2.902974796,0.003696364,0.169199809,1.78261E-12,1.78261E-12,3.79886E-09,0.680823944
Individual Technique,Deceptive placebo,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,no,112,1,1,1,0.27759," [-0.17, 0.73]",1.204189737,0.228516252,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,no,139,2,2,2,-0.326685042," [-0.86, 0.20]",-1.210349809,0.226144693,1.930098806,0.036504053,0.036504053,48.18918095,0.164747635
Individual Technique,Non-film related rumination,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,no,57,1,1,1,-0.48948," [-1.14, 0.16]",-1.466365069,0.142548857,NA,NA,NA,NA,NA
Individual Technique,Open-label placebo,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,no,112,1,1,1,0.07257," [-0.38, 0.53]",0.311922523,0.755099405,NA,NA,NA,NA,NA
Individual Technique,Deceptive placebo,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,yes,112,1,1,1,0.27759," [-0.17, 0.73]",1.204189737,0.228516252,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,yes,139,2,2,2,-0.326685042," [-0.86, 0.20]",-1.210349809,0.226144693,1.930098806,0.036504053,0.036504053,48.18918095,0.164747635
Individual Technique,Non-film related rumination,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,yes,57,1,1,1,-0.48948," [-1.14, 0.16]",-1.466365069,0.142548857,NA,NA,NA,NA,NA
Individual Technique,Open-label placebo,Immediate + delayed post,All,Intrusion frequency,Intrusion diary,yes,112,1,1,1,0.07257," [-0.38, 0.53]",0.311922523,0.755099405,NA,NA,NA,NA,NA
Individual Technique,Attentional bias modification,Immediate post,All,Intrusion frequency,Intrusion diary,no,45,1,1,1,0.73769," [0.13, 1.34]",2.393657634,0.016681312,NA,NA,NA,NA,NA
Individual Technique,Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Intrusion diary,no,101,1,1,1,0.00665," [-0.47, 0.48]",0.027299517,0.978220842,NA,NA,NA,NA,NA
Individual Technique,Bilateral eye movement,Immediate post,All,Intrusion frequency,Intrusion diary,no,66,1,1,2,0.68014566," [0.33, 1.03]",3.79698798,0.000146465,0.028848637,0,7.91862E-12,1.23391E-08,0.865128997
Individual Technique,Block rehearsal + thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,no,120,1,1,1,0.35727," [-0.21, 0.93]",1.227868136,0.219496473,NA,NA,NA,NA,NA
Individual Technique,Challenged vs. Unchallenged memory,Immediate post,All,Intrusion frequency,Intrusion diary,no,61,1,1,1,0.35567," [-0.01, 0.72]",1.91668877,0.055277483,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Immediate post,All,Intrusion frequency,Intrusion diary,no,41,1,1,3,-0.050991666," [-0.56, 0.46]",-0.197456968,0.843469953,0.001750117,0,4.95999E-12,2.47917E-09,0.999125324
Individual Technique,Dog interaction film,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,-0.07471," [-0.69, 0.55]",-0.23616351,0.813305793,NA,NA,NA,NA,NA
Individual Technique,Exercise,Immediate post,All,Intrusion frequency,Intrusion diary,no,71,1,1,1,-0.15879," [-0.73, 0.41]",-0.5433205,0.586909152,NA,NA,NA,NA,NA
Individual Technique,Expressive vs. Factual trauma disclosure,Immediate post,All,Intrusion frequency,Intrusion diary,no,73,1,1,1,0.20599," [-0.26, 0.67]",0.870998785,0.383754816,NA,NA,NA,NA,NA
Individual Technique,Extinction,Immediate post,All,Intrusion frequency,Intrusion diary,no,84,1,1,1,0.23625," [-0.23, 0.70]",0.998021326,0.318269018,NA,NA,NA,NA,NA
Individual Technique,Field perspective recall,Immediate post,All,Intrusion frequency,Intrusion diary,no,85,1,1,1,-0.59276," [-1.15, -0.03]",-2.068133345,0.038627486,NA,NA,NA,NA,NA
Individual Technique,Field vs. Observer perspective recall,Immediate post,All,Intrusion frequency,Intrusion diary,no,85,1,1,1,-0.42373," [-0.98, 0.14]",-1.480412852,0.138763102,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion frequency,Intrusion diary,no,287,3,4,4,-0.382241987," [-1.26, 0.50]",-0.853763046,0.393236293,18.93332365,0.352791268,0.352791268,89.4598845,0.000282216
Individual Technique,Film-related rumination vs. Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Intrusion diary,no,101,1,1,1,-0.13384," [-0.61, 0.34]",-0.548492202,0.583353983,NA,NA,NA,NA,NA
Individual Technique,Finger tapping,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,0.68113," [0.04, 1.32]",2.094072785,0.036253497,NA,NA,NA,NA,NA
Individual Technique,Guilt induction,Immediate post,All,Intrusion frequency,Intrusion diary,no,39,1,1,1,-1.42646," [-2.13, -0.72]",-3.975938613,7.01022E-05,NA,NA,NA,NA,NA
Individual Technique,Hydrocortisone,Immediate post,All,Intrusion frequency,Intrusion diary,no,88,1,1,1,0.60506," [0.08, 1.13]",2.253031142,0.024257186,NA,NA,NA,NA,NA
Individual Technique,Hyperventilation provocation + thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,no,120,1,1,1,0.28866," [-0.28, 0.86]",0.994797118,0.319834948,NA,NA,NA,NA,NA
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion frequency,Intrusion diary,no,609,6,6,7,0.078504679," [-0.19, 0.35]",0.571331721,0.567774803,9.161444979,0.039225341,5.72881E-11,32.8123644,0.164700033
Individual Technique,Imagery re-experience + eye movement,Immediate post,All,Intrusion frequency,Intrusion diary,no,250,1,3,3,0.489505983," [0.13, 0.85]",2.667055302,0.007651908,2.468557635,0.008989412,0.008989412,17.78446702,0.291044583
Individual Technique,Imagery re-experience + number counting,Immediate post,All,Intrusion frequency,Intrusion diary,no,250,1,3,3,0.560905437," [0.12, 1.00]",2.511384401,0.012025867,3.555712645,0.032723134,0.032723134,43.72807482,0.169000041
Individual Technique,Imagery re-experience + traumagameplay2,Immediate post,All,Intrusion frequency,Intrusion diary,no,120,1,1,2,-0.346076724," [-0.71, 0.02]",-1.865192386,0.062154442,0.07197875,0,8.02742E-12,1.16584E-08,0.788477214
Individual Technique,Imagery re-experience vs. Positive imagery,Immediate post,All,Intrusion frequency,Intrusion diary,no,76,1,1,1,-0.2529," [-0.80, 0.29]",-0.907546533,0.364117854,NA,NA,NA,NA,NA
Individual Technique,Imagery rescripting,Immediate post,All,Intrusion frequency,Intrusion diary,no,319,3,3,5,0.28574621," [-0.08, 0.65]",1.541151782,0.12327985,8.523739204,7.07632E-11,0.091055356,53.00986344,0.074170914
Individual Technique,Imagery rescripting vs. Imagery re-experience,Immediate post,All,Intrusion frequency,Intrusion diary,no,116,2,2,3,0.473760504," [-0.40, 1.34]",1.066735821,0.286091147,5.936786209,0.324838123,3.18792E-11,76.89363422,0.051385816
Individual Technique,Imagery rescripting vs. Positive imagery,Immediate post,All,Intrusion frequency,Intrusion diary,no,76,1,1,1,0.63751," [0.07, 1.20]",2.216986133,0.026624039,NA,NA,NA,NA,NA
Individual Technique,Imagery trauma elaboration,Immediate post,All,Intrusion frequency,Intrusion diary,no,106,1,1,1,0.47249," [0.09, 0.86]",2.399045829,0.016437857,NA,NA,NA,NA,NA
Individual Technique,Letter cancellation task,Immediate post,All,Intrusion frequency,Intrusion diary,no,70,1,1,1,-0.54921," [-1.30, 0.21]",-1.426423851,0.153746033,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Immediate post,All,Intrusion frequency,Intrusion diary,no,80,1,1,1,-0.39558," [-1.02, 0.23]",-1.238889651,0.215386367,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers + thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,no,200,2,2,2,-0.130278639," [-1.59, 1.33]",-0.175208998,0.860915415,11.23464134,0.50372346,0.50372346,91.09895928,0.000802846
Individual Technique,Memory test,Immediate post,All,Intrusion frequency,Intrusion diary,no,52,1,1,1,0.35993," [-0.03, 0.75]",1.820611417,0.068665946,NA,NA,NA,NA,NA
Individual Technique,Mindfulness vs. Muscle relaxation,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,-0.16979," [-0.71, 0.37]",-0.616842451,0.537338649,NA,NA,NA,NA,NA
Individual Technique,Negative expectation towards intrusion,Immediate post,All,Intrusion frequency,Intrusion diary,no,89,1,1,1,0.20386," [-0.28, 0.69]",0.819577617,0.412456938,NA,NA,NA,NA,NA
Individual Technique,Negative feedback,Immediate post,All,Intrusion frequency,Intrusion diary,no,72,1,1,2,0.321334425," [-0.08, 0.72]",1.561503183,0.118405073,0.651066547,0,4.10114E-13,4.84139E-10,0.419731619
Individual Technique,Negative social reappraisal,Immediate post,All,Intrusion frequency,Intrusion diary,no,181,1,1,1,0.66088," [0.28, 1.04]",3.435098584,0.000592338,NA,NA,NA,NA,NA
Individual Technique,Neutral attention walk,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,-0.43382," [-0.95, 0.08]",-1.66075263,0.096763138,NA,NA,NA,NA,NA
Individual Technique,Nitrous oxide,Immediate post,All,Intrusion frequency,Intrusion diary,no,50,1,1,1,-0.0884," [-0.64, 0.47]",-0.312383475,0.754749107,NA,NA,NA,NA,NA
Individual Technique,Non-film related rumination,Immediate post,All,Intrusion frequency,Intrusion diary,no,70,1,1,1,-1.022," [-1.81, -0.23]",-2.543034164,0.010989448,NA,NA,NA,NA,NA
Individual Technique,Number counting,Immediate post,All,Intrusion frequency,Intrusion diary,no,101,2,2,7,0.305175103," [-0.29, 0.90]",1.010507935,0.312252,7.238014935,0.120883921,2.05499E-10,39.83077224,0.299395632
Individual Technique,Observer perspective recall,Immediate post,All,Intrusion frequency,Intrusion diary,no,85,1,1,1,-0.00874," [-0.55, 0.53]",-0.031804633,0.974627852,NA,NA,NA,NA,NA
Individual Technique,Oxytocin,Immediate post,All,Intrusion frequency,Intrusion diary,no,202,1,1,1,0.12619," [-0.15, 0.40]",0.895855348,0.370330025,NA,NA,NA,NA,NA
Individual Technique,Past vs. Now verbal training,Immediate post,All,Intrusion frequency,Intrusion diary,no,96,1,1,3,0.008521766," [-0.15, 0.17]",0.102253019,0.918555845,0.264002433,0,3.40955E-12,1.63632E-08,0.876339929
Individual Technique,Positive expectation towards intrusion,Immediate post,All,Intrusion frequency,Intrusion diary,no,89,1,1,1,0.56996," [0.03, 1.11]",2.083698566,0.037187595,NA,NA,NA,NA,NA
Individual Technique,Positive social reappraisal,Immediate post,All,Intrusion frequency,Intrusion diary,no,181,1,1,1,0.1337," [-0.24, 0.50]",0.706659031,0.479778395,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Immediate post,All,Intrusion frequency,Intrusion diary,no,341,3,3,4,0.158839047," [-0.12, 0.44]",1.102590447,0.270205061,4.467560302,0.021347371,0.004575782,35.31553519,0.21520215
Individual Technique,Propranolol,Immediate post,All,Intrusion frequency,Intrusion diary,no,88,1,1,1,0.44628," [-0.07, 0.96]",1.692787332,0.090495955,NA,NA,NA,NA,NA
Individual Technique,Prosocial behavior,Immediate post,All,Intrusion frequency,Intrusion diary,no,180,1,2,2,0.483155409," [0.19, 0.78]",3.194244596,0.001401973,0.138904748,7.20843E-12,7.20843E-12,3.15054E-08,0.709372278
Individual Technique,Self efficacy,Immediate post,All,Intrusion frequency,Intrusion diary,no,74,1,1,2,0.242808861," [-0.31, 0.80]",0.859518159,0.390054706,1.858396277,0,0.073774791,46.19013732,0.172810007
Individual Technique,Sleep,Immediate post,All,Intrusion frequency,Intrusion diary,no,477,7,7,7,0.271009233," [0.07, 0.47]",2.680520934,0.007350767,7.432956605,0.001363297,0.001363297,3.778311961,0.282654996
Individual Technique,Social comparison,Immediate post,All,Intrusion frequency,Intrusion diary,no,120,1,1,9,0.34014783," [0.17, 0.51]",3.915944059,9.00511E-05,4.34229551,0,4.13171E-12,6.08431E-09,0.824995743
Individual Technique,Social support,Immediate post,All,Intrusion frequency,Intrusion diary,no,81,1,1,1,-0.19269," [-0.74, 0.36]",-0.685251018,0.493185535,NA,NA,NA,NA,NA
Individual Technique,Tetris,Immediate post,All,Intrusion frequency,Intrusion diary,no,71,1,1,1,0.07006," [-0.50, 0.64]",0.240024597,0.810311189,NA,NA,NA,NA,NA
Individual Technique,Therapy dog interaction,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,-0.4555," [-1.08, 0.17]",-1.422081482,0.155002598,NA,NA,NA,NA,NA
Individual Technique,Thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,no,200,2,2,2,0.044297991," [-0.37, 0.46]",0.207531742,0.835594606,0.368950795,1.6929E-13,1.6929E-13,3.68562E-10,0.543576731
Individual Technique,Threat attention walk,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,0.06829," [-0.44, 0.57]",0.264402593,0.791469714,NA,NA,NA,NA,NA
Individual Technique,Threat vs. Neutral attention walk,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,-0.50684," [-1.02, 0.01]",-1.932209741,0.053333623,NA,NA,NA,NA,NA
Individual Technique,Trauma re-exposure,Immediate post,All,Intrusion frequency,Intrusion diary,no,115,1,1,1,-0.04336," [-0.49, 0.40]",-0.191189418,0.848377194,NA,NA,NA,NA,NA
Individual Technique,Trauma re-exposure + verbal update,Immediate post,All,Intrusion frequency,Intrusion diary,no,115,1,1,1,0.49956," [0.04, 0.96]",2.115937217,0.034350148,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder +  visual stimulation imagery,Immediate post,All,Intrusion frequency,Intrusion diary,no,114,1,1,3,-0.463450307," [-0.73, -0.20]",-3.426527812,0.000611351,0.87293407,0,6.43979E-12,1.17332E-08,0.646315803
Individual Technique,Trauma reminder + d-corsi vs. Trauma reminder,Immediate post,All,Intrusion frequency,Intrusion diary,no,107,1,1,1,0.02045," [-0.45, 0.50]",0.084298353,0.932819222,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + finger tapping,Immediate post,All,Intrusion frequency,Intrusion diary,no,75,1,1,1,0.57235," [0.01, 1.14]",1.983361627,0.04732705,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + imagery rescripting vs. Trauma reminder,Immediate post,All,Intrusion frequency,Intrusion diary,no,60,1,1,1,0.44729," [-0.18, 1.07]",1.397101395,0.162383082,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + number counting,Immediate post,All,Intrusion frequency,Intrusion diary,no,75,1,1,1,-0.39497," [-0.95, 0.16]",-1.38302333,0.166657712,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + pub quiz,Immediate post,All,Intrusion frequency,Intrusion diary,no,135,1,2,2,-0.355727849," [-0.84, 0.12]",-1.454622039,0.145773926,1.331456965,0.015087093,0.015087092,24.89430554,0.248546188
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion frequency,Intrusion diary,no,550,8,10,10,0.720598569," [0.53, 0.92]",7.231091711,4.79127E-13,9.210542118,0.000252179,0.000252179,0.502024018,0.41807083
Individual Technique,Trauma reminder + traumagameplay1,Immediate post,All,Intrusion frequency,Intrusion diary,no,92,1,1,4,0.062128428," [-0.19, 0.31]",0.484920074,0.627733042,0.273098105,0,6.75787E-12,1.02922E-08,0.965005961
Individual Technique,Traumagameplay2,Immediate post,All,Intrusion frequency,Intrusion diary,no,120,1,1,2,0.199282866," [-0.16, 0.56]",1.088680046,0.276295004,0.073435978,0,5.16436E-12,7.70627E-09,0.786398159
Individual Technique,Unsupportive social interaction,Immediate post,All,Intrusion frequency,Intrusion diary,no,81,1,1,1,-0.23374," [-0.77, 0.30]",-0.850617165,0.394982051,NA,NA,NA,NA,NA
Individual Technique,Ve allocentric recognition memory task,Immediate post,All,Intrusion frequency,Intrusion diary,no,45,1,1,3,-0.286917258," [-1.10, 0.53]",-0.689033598,0.490802124,7.433656425,0,0.3797117,72.99676525,0.024310955
Individual Technique,Ve egocentric recognition memory task,Immediate post,All,Intrusion frequency,Intrusion diary,no,45,1,1,3,-0.101002145," [-1.04, 0.84]",-0.211164944,0.832758564,9.63323696,0,0.54518426,79.43615357,0.008094111
Individual Technique,Visual stimulation,Immediate post,All,Intrusion frequency,Intrusion diary,no,120,1,1,6,-0.115583083," [-0.30, 0.06]",-1.262313023,0.206836172,4.169968723,0,8.46775E-12,1.68329E-08,0.525213322
Individual Technique,Visual stimulation imagery,Immediate post,All,Intrusion frequency,Intrusion diary,no,114,1,1,3,-0.298261701," [-0.56, -0.04]",-2.238575713,0.025183536,0.03213154,0,6.00134E-12,1.12687E-08,0.984062596
Individual Technique,Wakeful rest,Immediate post,All,Intrusion frequency,Intrusion diary,no,85,1,2,2,0.38163578," [-0.03, 0.79]",1.81565489,0.069423328,1.299946564,0.011295989,0.011295989,23.07376255,0.254222985
Individual Technique,Writing-based rescripting,Immediate post,All,Intrusion frequency,Intrusion diary,no,119,1,1,1,0.75715," [0.24, 1.27]",2.879517785,0.003982838,NA,NA,NA,NA,NA
Individual Technique,Attentional bias modification,Immediate post,All,Intrusion frequency,Intrusion diary,yes,45,1,1,1,0.73769," [0.13, 1.34]",2.393657634,0.016681312,NA,NA,NA,NA,NA
Individual Technique,Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Intrusion diary,yes,101,1,1,1,0.00665," [-0.47, 0.48]",0.027299517,0.978220842,NA,NA,NA,NA,NA
Individual Technique,Bilateral eye movement,Immediate post,All,Intrusion frequency,Intrusion diary,yes,66,1,1,2,0.68014566," [0.33, 1.03]",3.79698798,0.000146465,0.028848637,0,7.91862E-12,1.23391E-08,0.865128997
Individual Technique,Block rehearsal + thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,1,0.35727," [-0.21, 0.93]",1.227868136,0.219496473,NA,NA,NA,NA,NA
Individual Technique,Challenged vs. Unchallenged memory,Immediate post,All,Intrusion frequency,Intrusion diary,yes,61,1,1,1,0.35567," [-0.01, 0.72]",1.91668877,0.055277483,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Immediate post,All,Intrusion frequency,Intrusion diary,yes,41,1,1,3,-0.050991666," [-0.56, 0.46]",-0.197456968,0.843469953,0.001750117,0,4.95999E-12,2.47917E-09,0.999125324
Individual Technique,Dog interaction film,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,-0.07471," [-0.69, 0.55]",-0.23616351,0.813305793,NA,NA,NA,NA,NA
Individual Technique,Exercise,Immediate post,All,Intrusion frequency,Intrusion diary,yes,71,1,1,1,-0.15879," [-0.73, 0.41]",-0.5433205,0.586909152,NA,NA,NA,NA,NA
Individual Technique,Expressive vs. Factual trauma disclosure,Immediate post,All,Intrusion frequency,Intrusion diary,yes,73,1,1,1,0.20599," [-0.26, 0.67]",0.870998785,0.383754816,NA,NA,NA,NA,NA
Individual Technique,Extinction,Immediate post,All,Intrusion frequency,Intrusion diary,yes,84,1,1,1,0.23625," [-0.23, 0.70]",0.998021326,0.318269018,NA,NA,NA,NA,NA
Individual Technique,Field perspective recall,Immediate post,All,Intrusion frequency,Intrusion diary,yes,85,1,1,1,-0.59276," [-1.15, -0.03]",-2.068133345,0.038627486,NA,NA,NA,NA,NA
Individual Technique,Field vs. Observer perspective recall,Immediate post,All,Intrusion frequency,Intrusion diary,yes,85,1,1,1,-0.42373," [-0.98, 0.14]",-1.480412852,0.138763102,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion frequency,Intrusion diary,yes,217,2,3,3,0.013047834," [-0.42, 0.45]",0.058881059,0.953046845,4.407518844,0.040402213,0.040402213,54.85769062,0.110387385
Individual Technique,Film-related rumination vs. Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Intrusion diary,yes,101,1,1,1,-0.13384," [-0.61, 0.34]",-0.548492202,0.583353983,NA,NA,NA,NA,NA
Individual Technique,Finger tapping,Immediate post,All,Intrusion frequency,Intrusion diary,yes,60,1,1,1,0.68113," [0.04, 1.32]",2.094072785,0.036253497,NA,NA,NA,NA,NA
Individual Technique,Hydrocortisone,Immediate post,All,Intrusion frequency,Intrusion diary,yes,88,1,1,1,0.60506," [0.08, 1.13]",2.253031142,0.024257186,NA,NA,NA,NA,NA
Individual Technique,Hyperventilation provocation + thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,1,0.28866," [-0.28, 0.86]",0.994797118,0.319834948,NA,NA,NA,NA,NA
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion frequency,Intrusion diary,yes,609,6,6,7,0.078504679," [-0.19, 0.35]",0.571331721,0.567774803,9.161444979,0.039225341,5.72881E-11,32.8123644,0.164700033
Individual Technique,Imagery re-experience + eye movement,Immediate post,All,Intrusion frequency,Intrusion diary,yes,250,1,3,3,0.489505983," [0.13, 0.85]",2.667055302,0.007651908,2.468557635,0.008989412,0.008989412,17.78446702,0.291044583
Individual Technique,Imagery re-experience + number counting,Immediate post,All,Intrusion frequency,Intrusion diary,yes,250,1,3,3,0.560905437," [0.12, 1.00]",2.511384401,0.012025867,3.555712645,0.032723134,0.032723134,43.72807482,0.169000041
Individual Technique,Imagery re-experience + traumagameplay2,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,2,-0.346076724," [-0.71, 0.02]",-1.865192386,0.062154442,0.07197875,0,8.02742E-12,1.16584E-08,0.788477214
Individual Technique,Imagery re-experience vs. Positive imagery,Immediate post,All,Intrusion frequency,Intrusion diary,yes,76,1,1,1,-0.2529," [-0.80, 0.29]",-0.907546533,0.364117854,NA,NA,NA,NA,NA
Individual Technique,Imagery rescripting,Immediate post,All,Intrusion frequency,Intrusion diary,yes,319,3,3,5,0.28574621," [-0.08, 0.65]",1.541151782,0.12327985,8.523739204,7.07632E-11,0.091055356,53.00986344,0.074170914
Individual Technique,Imagery rescripting vs. Imagery re-experience,Immediate post,All,Intrusion frequency,Intrusion diary,yes,116,2,2,3,0.473760504," [-0.40, 1.34]",1.066735821,0.286091147,5.936786209,0.324838123,3.18792E-11,76.89363422,0.051385816
Individual Technique,Imagery rescripting vs. Positive imagery,Immediate post,All,Intrusion frequency,Intrusion diary,yes,76,1,1,1,0.63751," [0.07, 1.20]",2.216986133,0.026624039,NA,NA,NA,NA,NA
Individual Technique,Imagery trauma elaboration,Immediate post,All,Intrusion frequency,Intrusion diary,yes,106,1,1,1,0.47249," [0.09, 0.86]",2.399045829,0.016437857,NA,NA,NA,NA,NA
Individual Technique,Letter cancellation task,Immediate post,All,Intrusion frequency,Intrusion diary,yes,70,1,1,1,-0.54921," [-1.30, 0.21]",-1.426423851,0.153746033,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Immediate post,All,Intrusion frequency,Intrusion diary,yes,80,1,1,1,-0.39558," [-1.02, 0.23]",-1.238889651,0.215386367,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers + thought suppression,Immediate post,All,Intrusion frequency,Intrusion diary,yes,120,1,1,1,0.60574," [0.03, 1.18]",2.05182629,0.040186547,NA,NA,NA,NA,NA
